time,rsam,mf,hf,dsar,magnetic,gas_max,gas_min,gas_mean,gas_number,yudamari_number,yudamari_temp,kakouwall_temp,tilt1_NS,tilt1_EW,tilt2_NS,tilt2_EW
2010-01-01,45.94772274029542,9.823114157560923,12.722541196924418,1.4344990557825246,-651.2933843740067,644.5416400653952,253.8684955198726,471.7351517797309,11,14,66.79352130074524,409.397677639939,0.06364125282802457,-0.2564372596461997,-0.8736159584034613,0.2515041148556043
2010-01-02,34.39367831961155,6.8249896634399505,25.000639382610157,1.0954345540939179,-614.4602165597282,621.4563107117142,269.2414362257273,427.71069767342135,6,14,55.50236687626914,414.43330012320683,-0.4976310563538424,0.3386662187938412,0.048103794713713066,-0.24671123408124473
2010-01-03,16.684257754441564,14.569271082065914,17.646807205224732,0.5419160944277038,-676.7989550305995,677.7732189546562,264.00451168722145,406.78599149034915,6,8,54.19244794953775,427.4363166220965,-0.88526408670345,0.026759561131907805,-0.2309298344069428,0.3800242563222751
2010-01-04,40.58341494640718,17.736523735995622,16.90069928651036,0.6481471551692345,-616.020500046315,672.9965447873728,258.7766130038123,428.4182485478915,8,6,51.6587109859244,423.1765476780115,-0.5561345223843659,-0.037785008388471875,-0.9817459368923813,0.059315110409314586
2010-01-05,16.595770210152317,15.151305376817776,18.654358440031658,0.9907943957149603,-657.1328417825424,694.1848353783812,283.00278785998034,494.1003043476384,8,12,69.79296631124217,419.8498368274565,-0.6197710852627338,0.8848860195100623,-0.9159193012512432,0.06865401285212136
2010-01-06,31.914293154045303,8.290762340348985,13.475340935418567,1.2304000005778772,-676.7702150206686,637.4363738958205,271.93517055130036,455.9030906332461,14,10,59.07008620367486,404.5215661593766,0.8137364054076579,0.698335347425737,0.23442832743412922,-0.49396942133081856
2010-01-07,32.885959698632334,16.392606531344946,27.535307628066146,1.4474809035818401,-633.2624690143102,630.367276749558,272.6861237016783,475.1555986459899,9,8,65.67844387733624,487.87456269131263,-0.17432608520981918,0.5053075052003833,0.15347835152651368,0.672006678846597
2010-01-08,21.32326225471568,23.44704618299015,20.554928871958015,1.4763189208165532,-669.5554701446881,680.6752169807006,232.84964702127922,409.00951638685933,11,10,51.94187033451884,479.41852658898813,-0.9644513627618112,-0.17353373585542986,-0.18405726029670455,-0.9004271332947236
2010-01-09,49.31663257124467,13.356618979433478,20.987961814850465,1.056973485397143,-678.3870907180411,601.517463844869,239.7631935985555,461.7441563474074,6,9,54.52507473985011,469.45361895746083,0.05949013408801762,-0.1837816807774768,0.8407172244056682,-0.07876314989440525
2010-01-10,48.049289607607164,16.437706517715363,10.651198097588567,1.1630559918951906,-636.1435218100261,624.8322345545946,209.24576703137225,457.93904520288714,7,13,59.44360491919771,462.48037910861893,0.3868605742799571,-0.08446404990037037,0.884320888108421,-0.45661903526408065
2010-01-11,39.865123589907554,8.826824221491247,19.449492806244457,0.6238251348113724,-675.5688255139106,691.0379310363785,257.22731008939303,419.60337111671254,10,6,69.95691928585072,411.28648064807777,0.8625060799268738,0.014976432434762543,-0.44094033176490477,0.6939775600507785
2010-01-12,14.421176827215048,19.16618534588535,24.893892129950977,1.319356303741498,-643.3658989901647,676.5494883810226,266.0012337313137,490.0113004807454,14,5,68.88697938272001,421.46081531969634,-0.39784803446259764,-0.5772763197028061,-0.5241644138372505,-0.8436133983638767
2010-01-13,14.415246302243347,5.015682721599388,22.64919187741981,1.0626488348764271,-659.5925765790735,659.8084452883402,287.21873279424057,451.92373156196606,8,12,54.61245364751991,401.5081256131818,-0.7958515394937065,0.27976419458332935,-0.8864737384666495,0.940277266605553
2010-01-14,45.06435608663513,8.133625038950127,17.723059320647263,0.5379169890069601,-674.839713586313,666.4502461083187,231.2302689734549,411.0366934612019,8,12,51.023473932383034,402.8810436042192,-0.7454085413944702,0.006541328709665839,-0.4216345228662639,-0.8688258509045794
2010-01-15,19.035448442299476,22.952661855108964,27.573305180118652,0.73817583868784,-624.0825355601502,658.5125571210624,248.43250885102256,431.4812681399353,7,11,62.851091515654026,478.27724174666787,0.8556157563900062,0.9370331259980706,0.2930445200243623,-0.048124395930887465
2010-01-16,23.930195428834587,10.447605661347035,27.439152320689224,0.7067525450541623,-613.4198457082554,609.0118248968033,275.64943041620563,445.636043361211,5,7,67.6023444677491,482.99914626464374,0.9591138362322231,-0.3429677691748281,0.14388144890924082,-0.3266947044254689
2010-01-17,36.492263090896195,14.497859033701664,14.468321320154518,1.0187089160144482,-606.2117370239293,611.978278083048,284.7879056361055,488.73101507542674,5,9,58.53559531466996,493.9948283188566,0.4717755772698782,-0.7101484371282545,0.12485217412242333,0.45622390321851314
2010-01-18,11.812107362889117,20.10688445579371,14.575644440112443,1.3380661803783978,-662.4465215615141,671.6009885037811,269.1097441770056,416.64283140986333,8,9,59.01602449901097,424.4831201952655,-0.04920336544445392,0.5592525342942822,-0.24941993209857083,-0.784203929206162
2010-01-19,11.939437813695001,20.164318990505024,16.13495413807069,0.5468448535989631,-640.4532450330945,650.8813598007198,256.6054613806783,476.2876070069789,12,12,63.814241223752795,421.77742877274693,-0.1984578054380708,-0.34074091009172447,-0.30118813943551914,0.37981172494256366
2010-01-20,29.90913149349457,21.8296303286399,29.760056787459018,0.6023394712636901,-628.0817097134817,659.9979046700087,263.6775615167362,437.61322935104084,12,6,54.18875300519498,443.0175719775121,0.99510497778087,-0.24960885674535893,-0.24589060076722657,0.9985247022827182
2010-01-21,38.21119681112948,5.227042003164546,21.296560896588204,1.0473773612907027,-632.9646225162451,639.2126544043571,265.45365684820905,422.9192396014892,12,14,65.12809740291307,486.5870238870349,0.03562797349207325,0.4932554699002698,-0.2584077679571395,-0.6750289907337552
2010-01-22,37.26205700961731,22.158377394498356,22.266806296643942,0.8379844377649317,-619.2646996261533,621.6431734695178,222.38111414563403,413.4858472066474,9,7,63.29707820680882,460.7073050115481,-0.9588165578013754,0.3857814377433413,0.882907591865733,-0.8494150936052636
2010-01-23,23.27799511230411,22.623520435849205,24.979870269285534,1.2219018799075707,-627.5840452278799,693.2951626693189,269.9927861472754,459.31587336091184,6,8,54.149015198079596,433.53401051846305,0.9900848212569717,0.7685751413253243,0.8881150807030251,0.1841070002535592
2010-01-24,43.79727099700949,12.535745491729742,14.038850319180494,0.6023308186691377,-650.3648822467298,613.5122160139205,203.72974533847622,435.0855594629664,13,14,62.42583391592248,468.2574140464362,0.6590141166850998,0.24306715859244266,0.37193054416166293,-0.7883184179660749
2010-01-25,11.857077452977993,21.725219270460727,17.5470172506422,0.5086497336761611,-632.5980051241065,613.9139503683606,285.2622272903045,420.110585444305,13,14,64.36561022548601,435.65918587394157,-0.052557758717430625,-0.3316479705388875,-0.6224045593945664,-0.1072355278418593
2010-01-26,29.413485583725212,6.026241308821845,19.94566631592886,0.5079844619323085,-605.7082156939701,665.7089212093249,208.29010481048593,467.1239815226138,9,8,55.80804593964319,409.22024451460226,0.4412708615880212,-0.3229731398307587,0.3762837089199669,0.2649875375395556
2010-01-27,42.67901920386023,10.388768358697988,24.781113243975124,1.3303276347267727,-640.3198427224635,694.7956391740388,299.7413707179127,462.7163052503763,9,10,67.5189874578021,481.3488245013322,-0.15127054823400465,0.3342282390012721,0.7105372377473553,-0.7830346607638317
2010-01-28,10.81742812003466,10.333144761057298,12.039260892210189,0.5365531730242683,-620.0648529314974,669.9347784782153,294.0437218477161,406.9587715662447,14,13,62.022740328683824,448.6214601980573,-0.9653400271758303,0.7948636665060682,-0.512360965375183,-0.03515074145492614
2010-01-29,34.4692709903006,21.565842954117137,28.83468950972742,0.6025794061733397,-602.1825987209396,627.0131117716561,252.57755874647043,421.9976074213342,8,10,63.14148010211,488.50036749128157,-0.738859162665485,0.3264920413120107,0.27577660796872894,-0.47090856154491445
2010-01-30,17.803786218451854,13.941574275741038,27.83168671174228,0.9405729977496844,-635.8436473969134,633.6108499159309,229.7483033781357,416.7201552270364,10,13,54.26548360789512,440.97302503354047,-0.9031526604062585,-0.40603781505759295,0.9684515065482902,-0.5277522709273972
2010-01-31,10.518831422753664,21.757162506938645,14.54886083188301,0.8492358829900671,-699.8998474834068,628.3313331929523,247.8512659364974,459.90596717443776,5,9,50.03860371191593,491.173237895379,0.943620846938608,-0.6788940687372713,-0.8517975313778536,-0.4087699461989338
2010-02-01,46.451735381673686,6.120312745454077,17.352401618563874,0.9358290059199054,-654.9122525663149,682.7614514462966,246.4979924810387,414.32390452125816,13,14,61.61661896527711,409.6782543622233,-0.40635929727072484,0.06588519473208998,0.9119734658176537,-0.06394457554252497
2010-02-02,15.508171927088945,18.17722164940335,16.49210390138122,1.2024400205115513,-672.2517994416997,646.8858014504931,267.03107744741214,412.9274783058465,5,11,51.58429377447504,499.8882592212689,-0.07272452203781121,-0.9272628324145615,-0.31285335137961967,-0.18682732272270441
2010-02-03,47.91217520190502,21.066824970232666,23.42484659155616,1.0853346845184801,-636.8414379659165,653.2351165114926,227.8900076213301,426.55754058007386,11,14,54.3854193251775,473.4389857432317,0.3968197166268621,0.27420220030926235,-0.5218817750179088,0.8840617268223732
2010-02-04,19.13870174814756,7.76826570326782,19.601533090886143,1.114607072922147,-686.720526639704,657.4632542328375,238.53364032878414,460.98427882531024,7,10,58.02851318924319,479.55870014197876,-0.10147455711036635,0.5111686340193418,0.10992196560416723,-0.6538284094436109
2010-02-05,24.107372082194427,15.758519606896703,12.757625161527324,0.8529115858341845,-605.9891970477828,696.3033694219068,226.97156152202047,475.7942391103169,11,8,55.455441422829274,437.7757596139335,-0.4157448657246847,0.8083618549142013,0.29311787513130505,-0.30214513961660017
2010-02-06,46.33753763963485,18.38868500484171,16.934636410149356,0.9648804793095979,-640.481591675874,610.4704982420952,272.4209683225358,412.9040513996742,6,12,68.9313517949232,420.0941256618048,0.002212242685420973,0.16398537456403872,0.31524929955127967,0.5671788676136245
2010-02-07,31.659316464116024,14.963221786366335,15.10935757298147,1.2292645474291946,-645.978759170974,671.4616440310152,201.12108534172714,428.0420338433042,7,6,64.41530687800768,474.3662753024347,-0.3582058624556177,-0.6656474313332281,0.8662595374188318,0.6437388926997691
2010-02-08,24.72165199049993,23.91580307971395,24.816817520764396,1.1621276535047222,-680.9412668548763,679.2644528717881,258.35012563798125,400.56179512273627,10,14,64.11867797040617,405.4417176215139,-0.8373247441466996,-0.3304703553526418,0.879848986825053,-0.948057132383344
2010-02-09,13.974483570512305,17.02304320725596,17.736187579028872,1.396983366254233,-645.5481223039639,698.8124855422093,207.7362711373096,417.4837266876521,10,14,61.504509965326534,413.51350015079663,-0.628512527100884,0.061124098855033226,0.6723195916930018,-0.7407374634790946
2010-02-10,39.854689142436875,18.054106172668817,23.95207452696799,1.0147329763603468,-674.0827476577368,603.2168524168047,202.72621392308895,415.69856323998005,6,11,63.11590480798505,474.15120878417537,0.7961497483602995,-0.5285395979349448,0.0011990616073938032,-0.8461921601030469
2010-02-11,27.96302030440171,8.745961742807074,19.032140686008347,1.2429432640291083,-602.354340090591,666.75544395899,247.65386795815533,483.72962240475186,8,5,60.994660944334925,448.0936976834151,-0.629047129270166,0.99155784449028,0.6930890532912584,0.22485019792182515
2010-02-12,47.97640218375009,8.437438851184032,14.001573030676441,1.0399049563557212,-625.5635572405215,616.3612565392124,249.0950552156494,452.6620197013095,6,7,53.060286635141246,458.2856849728512,-0.4063373662831782,0.8835251049073136,-0.9351476047200105,-0.08218291931399158
2010-02-13,22.05200093854705,23.280609094618125,25.027194759594003,0.8170643030235494,-667.2909508170234,601.2068865761529,269.0899554498111,456.1559854021865,6,14,64.11139017182059,467.53718053467094,0.8923176891643372,0.48161773549325204,-0.9693344189023336,0.4508507655501035
2010-02-14,21.47442086989514,17.558964498139552,16.57698235902422,0.5622335238450569,-610.6763028473019,647.4046209796838,201.19955627778762,447.5851387993966,11,11,64.3459402408912,418.00728496908926,-0.39910112436556244,-0.9802696251005723,0.6132984652487561,0.34454146020031584
2010-02-15,47.75748009469335,23.842193018647237,10.583315663845385,0.9497367759733695,-664.8352790501981,627.4189675242903,249.68424434881504,484.6415575292417,11,14,65.17376466765604,449.99443503118334,0.3240695233172959,-0.2581447929324039,0.9194514690440911,-0.9015811617673513
2010-02-16,11.940476302780269,23.532130305436418,29.546208179396725,1.480536302089744,-646.2936602551456,603.1198210985023,278.1501397307742,430.350119663741,7,13,50.62540656426319,438.3097747268745,-0.5851929027511071,0.06523981198664108,-0.9840175803014559,-0.9918701210858625
